Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
Sonesta Simply Suites Jersey City,Jersey City,6.8 km from center,8.5,Very Good,"₪ 3,267",654 reviews,Queen Studio Suite with Bathtub - Mobility Accessible,1 queen bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Oasis II: Central Harlem,"Harlem, New York",5.6 km from center,8.0,Very Good,"₪ 4,158",1 review,Apartment,"Entire apartment • 4 bedrooms • 2 bathrooms • 1,000m²
7 beds (4 twins, 1 sofa bed, 2 queens)",Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Tuscany Powered by LuxUrban,"Murray Hill, New York",2.1 km from center,7.8,Good,"₪ 3,604",122 reviews,Deluxe Studio,1 king bed,Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The FIDI Hotel,"Wall Street - Financial District, New York",7.6 km from center,8.9,Excellent,"₪ 2,303",13 reviews,Standard Full,1 full bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Very Good,"₪ 3,282",617 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
W Hoboken,Hoboken,5 km from center,8.4,Very Good,"₪ 5,408",250 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Sheraton Brooklyn New York,"Downtown Brooklyn, Brooklyn",8.5 km from center,7.1,Good,"₪ 2,684","1,810 reviews","Guest room, 2 Double",2 full beds,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 3,953","2,440 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Best Western Premier Empire State Hotel,"NoMad, New York",2.5 km from center,8.2,Very Good,"₪ 2,721",904 reviews,King Room,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Fitzpatrick Grand Central,"Midtown East, New York",1.8 km from center,8.2,Very Good,"₪ 3,777",388 reviews,Deluxe Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Sonder at The Nash,"Murray Hill, New York",2.3 km from center,7.3,Good,"₪ 3,081",83 reviews,Studio Apartment,"Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 29m²
1 full bed",Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
"Holiday Inn New York City - Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.6,Good,"₪ 3,175","1,941 reviews",King Room - Manhattan View,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
NYC Townhouse Apartment,"Harlem, New York",4.8 km from center,7.0,Good,"₪ 2,933",20 reviews,Deluxe Double Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Ramada by Wyndham New York Times Square West,"Hell's Kitchen, New York",1.2 km from center,6.9,Review score,"₪ 3,347","2,611 reviews",Deluxe Double Room with Two Double Beds - Non-Smoking,2 full beds,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Hampton Inn Manhattan Times Square North,"Hell's Kitchen, New York",0.6 km from center,7.8,Good,"₪ 3,978","2,676 reviews",King Room,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Washington by LuxUrban,"Wall Street - Financial District, New York",7.1 km from center,8.2,Very Good,"₪ 4,063","2,839 reviews",Deluxe King,1 king bed,Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The William Vale,"Williamsburg, Brooklyn",5.5 km from center,8.1,Very Good,"₪ 5,277","1,149 reviews",King With Balcony,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Radio Hotel,"Washington Heights, New York",9.8 km from center,8.3,Very Good,"₪ 2,453",389 reviews,Standard Studio,"Entire studio • 1 bathroom • 17m²
1 queen bed",Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Marlton Hotel,"Greenwich Village, New York",4.1 km from center,8.2,Very Good,"₪ 5,409",650 reviews,Petite Full Room,1 full bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Feather Factory Hotel,"Long Island City, Queens",4.3 km from center,8.0,Very Good,"₪ 2,275","1,419 reviews",Standard Room Disability Access,1 full bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Penny Williamsburg,"Williamsburg, Brooklyn",6.3 km from center,8.8,Excellent,"₪ 3,470",468 reviews,Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Wyndham Garden Long Island City,"Long Island City, Queens",3.2 km from center,7.5,Good,"₪ 3,095",690 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 3,648","15,172 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Hilton Garden Inn Times Square,"Manhattan, New York",0.9 km from center,7.5,Good,"₪ 3,999","2,185 reviews",King Room,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
LIC Hotel,"Long Island City, Queens",3.6 km from center,8.4,Very Good,"₪ 2,943","1,993 reviews",Superior Twin Room,2 twin beds,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Fairfield Inn by Marriott New York Manhattan/Financial District,"Wall Street - Financial District, New York",7.2 km from center,7.5,Good,"₪ 2,475","2,282 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Very Good,"₪ 4,059","3,960 reviews",King Room,"Private suite
1 king bed",Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Henn na Hotel New York,"Manhattan, New York",1.9 km from center,8.5,Very Good,"₪ 4,343","1,635 reviews",Handicap Accessible Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
"Holiday Inn Express - Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,6.4,Review score,"₪ 3,373","2,558 reviews",King Room with Mobility Accessible Roll-In Shower,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Manhattan at Times Square,"Manhattan, New York",0.7 km from center,5.6,Review score,"₪ 2,021","4,113 reviews",Run of House,1 full bed,Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Good,"₪ 4,293",594 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Good,"₪ 2,195","1,066 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
TBA Times Square,"Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 3,204","8,478 reviews",Deluxe King Studio,"Entire studio • 1 bathroom • 325m²
1 king bed",FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Canopy By Hilton Jersey City Arts District,"Downtown Jersey City, Jersey City",7.3 km from center,8.9,Excellent,"₪ 4,901",667 reviews,King Room,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Hotel Mulberry,"Chinatown, New York",6.1 km from center,8.4,Very Good,"₪ 6,032",366 reviews,Deluxe King Suite Park View,1 king bed,Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Best Western Plus Soho Hotel,"Chinatown, New York",5.8 km from center,8.9,Excellent,"₪ 4,088",115 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Gallivant Times Square,"Manhattan, New York",0.9 km from center,6.5,Review score,"₪ 2,842","4,080 reviews",Standard Room,1 full bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Nolitan Hotel SoHo - New York,"SoHo, New York",5.4 km from center,7.9,Good,"₪ 3,177","1,153 reviews",Superior Queen Room with Balcony Disability Access,1 full bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Sonder Duane Street,"Tribeca, New York",6.2 km from center,7.8,Good,"₪ 3,606",236 reviews,King Room,"Private suite
1 king bed",Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
"The Draper New York, Tapestry Collection by Hilton","Manhattan, New York",1.9 km from center,8.4,Very Good,"₪ 4,202","1,035 reviews",King Room,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
La Quinta by Wyndham New York City Central Park,"Upper West Side, New York",1 km from center,6.6,Review score,"₪ 2,819","2,752 reviews",1 Double Bed - Non Smoking,1 full bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
MOXY NYC Times Square,"Manhattan, New York",1.9 km from center,8.0,Very Good,"₪ 4,121","8,722 reviews",Double Room,1 full bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
citizenM New York Bowery,"Lower East Side, New York",5.4 km from center,8.8,Excellent,"₪ 3,449","2,187 reviews",King Room,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Moxy Brooklyn Williamsburg,"Williamsburg, Brooklyn",6.5 km from center,7.0,Good,"₪ 4,439",2 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Da Vinci Hotel,"Manhattan, New York",250 m from center,7.3,Good,"₪ 2,875",657 reviews,Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 4,914","5,657 reviews",Social Superior Hudson River View King,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Hyatt Place Long Island City,"Long Island City, Queens",4.1 km from center,8.5,Very Good,"₪ 4,554",893 reviews,King Room - High Floor,"2 beds (1 king, 1 sofa bed)",Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
U Hotel Fifth Avenue I Empire State Building,"Manhattan, New York",2.1 km from center,7.9,Good,"₪ 2,463","1,727 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Ludlow Hotel,"Lower East Side, New York",5.2 km from center,8.9,Excellent,"₪ 7,056",892 reviews,Queen Studio,1 full bed,Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
"The New Yorker, A Wyndham Hotel","Hell's Kitchen, New York",2 km from center,7.7,Good,"₪ 3,600","9,037 reviews",Standard Queen Room with View,1 queen bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Wallace Hotel,"Upper West Side, New York",1.5 km from center,9.3,Wonderful,"₪ 5,986",879 reviews,Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Element Times Square West,"Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 3,534","5,505 reviews","Guest Room, 1 King",1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Hyatt Regency Jersey City,Jersey City,7.1 km from center,8.0,Very Good,"₪ 7,077",886 reviews,Double Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Hampton Inn Brooklyn Downtown,"Downtown Brooklyn, Brooklyn",8.1 km from center,8.4,Very Good,"₪ 3,740","1,803 reviews",1 King with Fridge - Non-Smoking,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Kasa The Duffy Times Square,"Hell's Kitchen, New York",1.1 km from center,7.9,Good,"₪ 3,731",162 reviews,Queen Room (Self Check-in with Virtual Front Desk),1 queen bed,Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 3,590","5,202 reviews",1 King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Millennium Downtown New York,"Wall Street - Financial District, New York",6.8 km from center,7.3,Good,"₪ 2,903","3,645 reviews",Superior King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 3,443","4,138 reviews",1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Very Good,"₪ 2,509","6,043 reviews",Bunk Bed Room,1 bunk bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Excellent,"₪ 5,747","6,704 reviews",Deluxe Family King,"2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
NobleDEN Hotel,"Little Italy, New York",5.6 km from center,9.0,Wonderful,"₪ 3,083","1,462 reviews",Partner offer option,,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
"The Hoxton, Williamsburg","Williamsburg, Brooklyn",5.6 km from center,8.0,Very Good,"₪ 4,415",553 reviews,Cozy,1 king bed,Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Hotel 309,"Chelsea, New York",3.6 km from center,6.0,Review score,"₪ 1,799",817 reviews,Economy Room with Shared Bath,1 queen bed,Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
"Club Quarters Hotel Grand Central, New York","Midtown East, New York",1.8 km from center,8.0,Very Good,"₪ 3,670","2,352 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Courtyard New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.3,Good,"₪ 2,853",609 reviews,"Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Courtyard by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.2,Very Good,"₪ 5,482","3,338 reviews",King or Queen Room with City View,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Hotel Edison Times Square,"Manhattan, New York",1 km from center,7.3,Good,"₪ 3,863","11,109 reviews",Signature 1 King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Hilton Garden Inn New York Central Park South-Midtown West,"Manhattan, New York",450 m from center,7.1,Good,"₪ 4,411","5,556 reviews",King Room,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Fitzpatrick Manhattan,"Midtown East, New York",1.4 km from center,8.2,Very Good,"₪ 3,850",368 reviews,Deluxe Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
"The Standard, High Line New York","Greenwich Village, New York",3.7 km from center,8.1,Very Good,"₪ 6,187","1,745 reviews",Deluxe Queen Room,1 queen bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Grayson Hotel,"Manhattan, New York",1.8 km from center,8.3,Very Good,"₪ 3,802",59 reviews,King Room,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Belvedere Hotel,"Hell's Kitchen, New York",0.9 km from center,8.0,Very Good,"₪ 3,845","3,701 reviews",Executive Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
JG Sohotel,"SoHo, New York",5.7 km from center,7.2,Good,"₪ 3,086",34 reviews,Queen Room,1 queen bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Moore,"Chelsea, New York",3 km from center,8.5,Very Good,"₪ 4,000",878 reviews,View Queen,1 queen bed,Free cancellation,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Carnegie Hotel,"Manhattan, New York",400 m from center,8.6,Excellent,"₪ 4,909","1,115 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Pod 51,"Midtown East, New York",1.7 km from center,7.8,Good,"₪ 2,166","7,087 reviews",Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Off SoHo Suites Hotel,"Lower East Side, New York",5.3 km from center,8.0,Very Good,"₪ 5,924",369 reviews,Deluxe One-Bedroom Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 51m²
2 beds (1 sofa bed, 1 queen)",FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
NoMo SoHo,"SoHo, New York",5.6 km from center,7.3,Good,"₪ 3,599",538 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
1 Hotel Brooklyn Bridge,"Brooklyn Heights, Brooklyn",7.5 km from center,8.2,Very Good,"₪ 6,569",640 reviews,King Room,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Good,"₪ 3,834","5,928 reviews",Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Motto by Hilton New York City Chelsea,"Chelsea, New York",2.8 km from center,8.7,Excellent,"₪ 4,426","1,217 reviews",King Room,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
Aliz Hotel Times Square,"Hell's Kitchen, New York",1.6 km from center,7.8,Good,"₪ 3,268","3,614 reviews",King Room,1 king bed,Prepayment,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
The Historic Blue Moon Hotel - NYC,"Lower East Side, New York",5.5 km from center,7.7,Good,"₪ 3,674",51 reviews,Deluxe King,1 king bed,FREE cancellation • No prepayment needed,2023-03-25-2023-03-30,2023-03-22,5 nights,3.0
